title,brand,description,price,categories,images,manufacturer,package_dimensions,country_of_origin,material,color,uniq_id,price_numeric,price_bucket,image_count,length,width,height,volume,combined_text,preprocessed_text,text_embedding
"GOYMFK 1pc Free Standing Shoe Rack, Multi-layer Metal Shoe Cap Rack With 8 Double Hooks For Living Room, Bathroom, Hallway",GOYMFK,"multiple shoes, coats, hats, and other items Easy to assemble: Includes all necessary hardware and instructions for easy assembly Versatile: Perfect for use in living rooms, bathrooms, hallways, and more",$24.99,"['Home & Kitchen', 'Storage & Organization', 'Clothing & Closet Storage', 'Shoe Organizers', 'Free Standing Shoe Racks']","['https://m.media-amazon.com/images/I/416WaLx10jL._SS522_.jpg ',' https://m.media-amazon.com/images/I/41kuxipTsuL._SS522_.jpg ',' https://m.media-amazon.com/images/I/51T9x4yZd3L._SS522_.jpg ',' https://m.media-amazon.com/images/I/61w6ifIrCpL._SS522_.jpg ',' https://m.media-amazon.com/images/I/51bBQlUn8GL._SS522_.jpg']",GOYMFK,"2.36""D x 7.87""W x 21.6""H",China,Metal,White,02593e81-5c09-5069-8516-b0b29f439ded,24.99,Low,5,,,,,"GOYMFK 1pc Free Standing Shoe Rack, Multi-layer Metal Shoe Cap Rack With 8 Double Hooks For Living Room, Bathroom, Hallway. multiple shoes, coats, hats, and other items Easy to assemble: Includes all necessary hardware and instructions for easy assembly Versatile: Perfect for use in living rooms, bathrooms, hallways, and more","goymfk 1pc free standing shoe rack, multi-layer metal shoe cap rack with 8 double hooks for living room, bathroom, hallway. multiple shoes, coats, hats, and other items easy to assemble includes all necessary hardware and instructions for easy assembly versatile perfect for use in living rooms, bathrooms, hallways, and more","[0.03870335966348648, 0.026891697198152542, -0.023441169410943985, -0.016024507582187653, 0.01638161391019821, 0.005721450317651033, 0.015195425599813461, 0.07442566007375717, 0.012133323587477207, 0.03980736434459686, 0.06735125184059143, 0.01746463030576706, -0.01484128087759018, 0.03087848611176014, 0.024371786043047905, -0.06434161216020584, -0.05928812175989151, 0.025123756378889084, 0.021594643592834473, -0.05587060749530792, -0.03342534601688385, -0.08466392010450363, 0.100235715508461, 0.02598484233021736, -0.07590991258621216, 0.014362153597176075, 0.013506115414202213, 0.026570864021778107, 0.03329257294535637, -0.023302260786294937, 0.008089210838079453, -0.07837582379579544, -0.0048495265655219555, 0.029773831367492676, 0.021144216880202293, -0.00437176926061511, 0.07657403498888016, 0.016759539023041725, -0.04054073616862297, 0.053148213773965836, -0.004052098374813795, -0.041105955839157104, 0.006189884152263403, 0.06436456739902496, 0.05170459672808647, 0.047080133110284805, -0.047417666763067245, 0.006230484694242477, -0.06934414058923721, 0.021355995908379555, 0.04213438183069229, 0.04990478977560997, -0.03914647921919823, 0.04917597025632858, 0.060936328023672104, 0.06765342503786087, -0.06335517019033432, -0.03797239437699318, 0.03656252101063728, -0.0387207455933094, 0.10743705183267593, -0.014754869975149632, -0.058760810643434525, 0.019933205097913742, 0.004243575502187014, 0.08481264859437943, -0.08308275043964386, 0.04242047667503357, 0.05596955493092537, 0.10206831991672516, -0.05654064938426018, -0.06301269680261612, 0.007047153543680906, 0.0330943688750267, 0.012650363147258759, 0.017267782241106033, 0.007058440707623959, -0.009623476304113865, -0.009049407206475735, 0.08195499330759048, -0.07381759583950043, -0.04762789234519005, -0.03905550763010979, 0.047341473400592804, -0.10956481099128723, -0.05262283980846405, -0.09826114773750305, 0.07200352102518082, -0.014259006828069687, -0.08014269173145294, 0.009745168499648571, -0.008309954777359962, 0.03401471674442291, -0.06719431281089783, -0.07381084561347961, 0.036267805844545364, -0.02790171094238758, -0.005704713519662619, -0.0033943895250558853, 0.033658336848020554, -0.018121013417840004, -0.05815131962299347, 0.1542423814535141, 0.006886573508381844, -0.0006548570818267763, -0.03382940962910652, -0.010986520908772945, 0.0106582036241889, -0.01499791257083416, -0.028507182374596596, -0.07330542057752609, -0.02629147656261921, -0.03397364541888237, -0.06008680909872055, -0.045640114694833755, 0.010382354259490967, 0.004872697405517101, 0.03763812407851219, 0.009458530694246292, 0.014722648076713085, 0.07227862626314163, -0.029728339985013008, 0.08184191584587097, 0.05125421658158302, -0.05705415457487106, -0.07926030457019806, -0.03556456044316292, 2.525990423123243e-33, 0.027048321440815926, 0.03686393052339554, 0.002068673260509968, -0.03277333453297615, 0.0551229864358902, 0.013200176879763603, 0.08169487118721008, -0.07018154114484787, -0.09198088943958282, 0.14036743342876434, 0.05435788631439209, 0.07624229788780212, -0.019068889319896698, 0.06575969606637955, 0.01966172084212303, 0.02268346957862377, 0.030584758147597313, 0.04720412567257881, 0.06318772584199905, 0.030929800122976303, -0.012935912236571312, 0.05479833111166954, 0.04601585119962692, 0.0759962722659111, 0.14213629066944122, 0.05675715580582619, -0.004997471813112497, -0.044110946357250214, 0.05067750811576843, -0.010816323570907116, -0.010813799686729908, 0.06943649798631668, -0.011570384725928307, 0.03786272183060646, -0.005811064504086971, -0.08213715255260468, -0.08610913902521133, -0.05129183083772659, 0.004766018595546484, -0.08097334951162338, 0.0116331297904253, -0.024511337280273438, 0.022568896412849426, 0.0047170924954116344, 0.060086462646722794, 0.023332247510552406, -0.01515109557658434, 0.04028160125017166, -0.022059500217437744, 0.02783477120101452, -0.026366017758846283, 0.03350640833377838, -0.09968757629394531, 0.08973011374473572, -0.042042024433612823, -0.10477244853973389, -0.02945278026163578, 0.06424299627542496, 0.09549915045499802, 0.0541987344622612, -0.024558329954743385, 0.11153215169906616, 0.013532201759517193, -0.019056865945458412, 0.058389823883771896, -0.031880948692560196, 0.02481740713119507, -0.010146556422114372, 0.03533715382218361, -0.009175831452012062, -0.029138145968317986, -0.0015372209018096328, -0.03559139743447304, 0.01065520104020834, -0.06447281688451767, 0.02472436986863613, -0.06891800463199615, -0.027827853336930275, -0.052787281572818756, 0.0144165875390172, -0.015262187458574772, -0.013013962656259537, 0.010022181086242199, 0.035632990300655365, -0.01769949495792389, 0.0069559612311422825, 0.025826476514339447, -0.07061801105737686, -0.026294659823179245, -0.04857885465025902, -0.00852916855365038, 0.00901879370212555, -0.062273528426885605, 0.008274680934846401, -0.03315967693924904, -2.9002944567189452e-33, 0.07095298916101456, -0.06841801851987839, -0.05295093357563019, 0.03873349726200104, 0.08619961142539978, -0.028924833983182907, -0.04212501645088196, -0.11283976584672928, 0.026410037651658058, 0.004774166736751795, -0.05625986307859421, -0.018207775428891182, 0.017764627933502197, 0.039540845900774, 0.06766185164451599, 0.027741629630327225, 0.08168679475784302, 0.020605290308594704, 0.0679425448179245, -0.021676722913980484, 0.020594408735632896, 0.02841552160680294, -0.02524978667497635, 0.0005046565202064812, -0.04099331423640251, 0.057413894683122635, 0.04015481844544411, -0.007506709545850754, -0.10723519325256348, 0.10060454905033112, -0.06511186063289642, -0.03417205438017845, 0.048058751970529556, 0.00857914611697197, 0.05811197683215141, -0.07086813449859619, -0.01246596872806549, 0.1027749627828598, 0.07608360797166824, -0.11628914624452591, 0.08500885218381882, -0.07671453058719635, 0.010110458359122276, 0.04133489727973938, 0.038921792060136795, -0.048869483172893524, -0.11486668884754181, 0.006511618848890066, -0.005770538467913866, -0.03664372116327286, -0.069602832198143, -0.019217152148485184, -0.05522382631897926, -0.010786696337163448, -0.01898086816072464, -0.00043603440281003714, -0.061293669044971466, -0.004769934341311455, 0.05707757920026779, 0.027367571368813515, -0.018582794815301895, -0.05329609662294388, -0.0736149474978447, 0.04813056066632271, 0.05004476010799408, -0.06738659739494324, 0.010268155485391617, -0.08463559299707413, -0.08000338822603226, 0.0034729104954749346, 0.041912078857421875, -0.025158192962408066, 0.04146841913461685, 0.06526398658752441, -0.008750425651669502, 0.036000896245241165, 0.054606907069683075, 0.03280992805957794, 0.06935068219900131, 0.020864583551883698, -0.033746931701898575, -0.0365215428173542, 0.008125185035169125, 0.03964102268218994, 0.07041110098361969, -0.05103200674057007, 0.052470460534095764, 0.1245570108294487, -0.0042216419242322445, 0.03204572573304176, 0.06051889434456825, 0.046984877437353134, -0.029471715912222862, 0.06548629701137543, 0.006351981777697802, -3.3876851546210673e-08, 0.05660175159573555, 0.024062087759375572, -0.015206357464194298, 0.008156019262969494, -0.009991707280278206, -0.019065413624048233, 0.056649770587682724, 0.02030673623085022, -0.031899385154247284, 0.040733885020017624, 0.06886707991361618, -0.023279068991541862, -0.06716988235712051, 0.056353986263275146, -0.03029504232108593, 0.05962136760354042, -0.08879590034484863, 0.036788828670978546, -0.06165173277258873, -0.07955322414636612, -0.010698852129280567, -0.04506115987896919, 0.0659555196762085, -0.021679386496543884, -0.06273354589939117, -0.034415896981954575, 0.002900403458625078, -0.004871695768088102, 0.011532888747751713, 0.02369513362646103, 0.013738449662923813, -0.08232823014259338, 0.0359080545604229, 0.01654716767370701, 0.049257706850767136, 0.024006372317671776, -0.10090591013431549, -0.01754450425505638, 0.04784265160560608, -0.031031964346766472, -0.10332820564508438, -0.06532703340053558, -0.0573134683072567, -0.022458821535110474, -0.022731095552444458, 0.014452818781137466, -0.08800442516803741, 0.01360305491834879, -0.05513475835323334, 0.04160607233643532, -0.08371556550264359, 0.002999262884259224, 0.011135893873870373, -0.09177658706903458, -0.03984049707651138, 0.04247134551405907, 0.05478600040078163, 0.0027157841250300407, 0.06562070548534393, -0.030116872861981392, -0.02154736965894699, -0.062198981642723083, -0.10025496035814285, -0.0378616601228714]"
"subrtex Leather ding Room, Dining Chairs Set of 2, Black",subrtex,subrtex Dining chairs Set of 2,,"['Home & Kitchen', 'Furniture', 'Dining Room Furniture', 'Chairs']","['https://m.media-amazon.com/images/I/31SejUEWY7L._SS522_.jpg ',' https://m.media-amazon.com/images/I/41mr+A9JmbL._SS522_.jpg ',' https://m.media-amazon.com/images/I/41JjrWgA0XL._SS522_.jpg ',' https://m.media-amazon.com/images/I/41ie5FbnfkL._SS522_.jpg ',' https://m.media-amazon.com/images/I/41EDoJzFehL._SS522_.jpg ',' https://m.media-amazon.com/images/I/31RijT4dnfL._SS522_.jpg ',' https://m.media-amazon.com/images/I/71hWfuIyNPL.SS125_SS522_.jpg']",Subrtex Houseware INC,"18.5""D x 16""W x 35""H",Not provided by vendor,Sponge,Black,5938d217-b8c5-5d3e-b1cf-e28e340f292e,54.09,Medium,7,,,,,"subrtex Leather ding Room, Dining Chairs Set of 2, Black. subrtex Dining chairs Set of 2","subrtex leather ding room, dining chairs set of 2, black. subrtex dining chairs set of 2","[-0.005668156780302525, 0.023991988971829414, 0.018423154950141907, 0.03098730370402336, -0.06493311375379562, -0.04931629076600075, 0.006830232683569193, -0.05182035267353058, -0.01790951006114483, 0.009394670836627483, -0.029739608988165855, -0.0943039059638977, 0.08912216871976852, -0.07861783355474472, -0.09755978733301163, -0.025914806872606277, 0.06222660094499588, -0.08241530507802963, 0.03146219253540039, 0.06295812875032425, -0.07144733518362045, 0.02086009830236435, 0.0806228443980217, -0.024555716663599014, -0.07987784594297409, 0.03408345580101013, 0.03935730457305908, 0.011985478922724724, -0.017258362844586372, -0.056155819445848465, 0.027498748153448105, 0.03660137578845024, -0.004291923716664314, -0.024532081559300423, 0.05220189318060875, -0.05734099820256233, 0.03236667811870575, 0.03195582702755928, 0.002889910712838173, 0.053713131695985794, -0.10056628286838531, -0.020639022812247276, -0.018064172938466072, 0.053754404187202454, -0.07497765123844147, 0.009896240197122097, 0.0039939298294484615, -0.003770303213968873, 0.00015984175843186677, 0.008604122325778008, 0.04755128175020218, -0.0025492035783827305, -0.04507699981331825, 0.046909790486097336, 0.07591697573661804, 0.05470086634159088, -0.06865816563367844, 0.08096262812614441, -0.055400267243385315, -0.05559420585632324, 0.039031509310007095, -0.05145174264907837, -0.03208959102630615, -0.010899609886109829, -0.03782010078430176, 0.08221440017223358, -0.046436723321676254, -0.06580466777086258, -0.08996417373418808, 0.052140217274427414, -0.04399926960468292, 0.08876457065343857, 0.08773790299892426, -0.008713620714843273, 0.030394719913601875, 0.001270148903131485, 0.053850166499614716, -0.06926820427179337, 0.05191635712981224, -0.06897976994514465, -0.11954666674137115, 0.0010524287354201078, 0.03133969008922577, 0.021234329789876938, 0.0020526067819446325, -0.02072455734014511, 0.005599306430667639, 0.026669619604945183, -0.15786808729171753, 0.021784503012895584, 0.004189505707472563, 0.006953704170882702, -0.004778956528753042, -0.05557568371295929, -0.04288925975561142, 0.06437405198812485, 0.02530270628631115, 0.10958992689847946, 0.13819994032382965, 0.030948471277952194, -0.0024950376246124506, 0.0398789681494236, 0.08518147468566895, -0.02797897905111313, -0.09881017357110977, -0.059179410338401794, -0.04076846316456795, 0.010097870603203773, 0.07077174633741379, -0.06863046437501907, -0.015135594643652439, 0.00418728357180953, -0.060773108154535294, -0.08170174062252045, -0.05763876810669899, 0.00518386485055089, 0.06421715766191483, 0.05086257681250572, 0.10644158720970154, -0.06269112229347229, 0.06519912928342819, 0.021469496190547943, 0.04228440299630165, -0.012012905441224575, -0.06588447839021683, -0.03795268014073372, -0.031274329870939255, 1.2197543763601352e-33, -0.01321406476199627, -0.037296365946531296, -0.062449369579553604, -0.011572432704269886, 0.09022451192140579, -0.0027102383319288492, -0.02120472677052021, 0.01701548509299755, -0.0025230797473341227, 0.041638005524873734, 0.020606843754649162, -0.06101429834961891, 0.011422479525208473, -0.011670565232634544, 0.07434598356485367, 0.012104186229407787, 0.014798257499933243, -0.05167451128363609, -0.038907770067453384, -0.08779913932085037, -0.05843121185898781, 0.14237184822559357, 0.09101320058107376, 0.008040361106395721, -0.01194529328495264, 0.00411674939095974, 0.07280956208705902, -0.03652140870690346, 0.0038918352220207453, -0.004628402180969715, 0.043975722044706345, 0.01560845598578453, 0.007232831325381994, -0.006804353091865778, -0.056028008460998535, 0.06028676778078079, 0.003823967417702079, -0.005235524382442236, 0.002502995077520609, -0.013901649042963982, -0.0038534137420356274, 0.03988980874419212, 0.018383117392659187, -0.03700058162212372, -0.015801921486854553, -0.056464869529008865, 0.010690994560718536, 0.015257065184414387, -0.043520934879779816, 0.009840287268161774, -0.009399617090821266, 0.009057678282260895, 0.020558388903737068, -0.03354669734835625, -0.051146961748600006, -0.07792925089597702, 0.06152934953570366, -0.08021994680166245, 0.0016026068478822708, 0.0012281110975891352, 0.03464546054601669, 0.0174319576472044, 0.08225428313016891, -0.05185443535447121, -0.043001800775527954, -0.02664794959127903, -0.027171781286597252, -0.035101961344480515, 0.05799945071339607, 0.01983746886253357, 7.387909136014059e-05, 0.07537250965833664, 0.04578467458486557, -0.012664927169680595, -0.06764853000640869, 0.06529317796230316, 0.02053695172071457, -0.006459490861743689, 0.01928757131099701, 0.007213987410068512, -0.05632174387574196, 0.03923599794507027, -0.0056635127402842045, 0.057654719799757004, -0.015074455179274082, -0.010024797171354294, 0.03366885706782341, -0.029780486598610878, -0.07106264680624008, 0.05551905184984207, -0.12150733917951584, -0.019051987677812576, -0.04934156686067581, -0.08000164479017258, -0.0295951459556818, -4.4699168186795835e-33, 0.06318234652280807, 0.040570612996816635, -0.12460070103406906, -0.03094554878771305, 0.06618602573871613, 0.007964982651174068, -0.0017090877518057823, -0.016511132940649986, -0.03066074661910534, 0.0013205319410189986, 0.044832684099674225, 0.0739150270819664, 0.043490394949913025, -0.023373911157250404, 0.02848019264638424, -0.02562648430466652, 0.04981444031000137, 0.04001354053616524, 0.06143343076109886, -0.06918363273143768, 0.041129838675260544, 0.07108806818723679, 0.018933633342385292, 0.06833835691213608, -0.029803330078721046, -0.031203705817461014, 0.040845874696969986, 0.0015133143169805408, -0.08972693979740143, 0.05716812610626221, -0.05913783237338066, -0.05711441487073898, 0.05434829741716385, 0.11121019721031189, 0.014268307946622372, 8.777611947152764e-05, 0.009052438661456108, 0.017674069851636887, -0.09382569789886475, 0.016395043581724167, 0.0731116458773613, -0.09165717661380768, 0.001972548896446824, 0.13489167392253876, -0.013233143836259842, -0.09559151530265808, -0.07967394590377808, -0.006921138148754835, -0.02914256416261196, -0.02375890128314495, -0.01724679209291935, -0.031667280942201614, -0.017201298847794533, -0.026796743273735046, 0.009638519026339054, 0.022730709984898567, -0.10991588979959488, -0.0037034950219094753, 0.11151430010795593, 0.11551625281572342, -0.02447356842458248, 0.1101883053779602, -0.08347947895526886, 0.0753563866019249, 0.0712071880698204, 0.02717773988842964, -0.10137072205543518, -0.08181371539831161, -0.08561822772026062, -0.009977719746530056, 0.01653962768614292, -0.04374721646308899, 0.029084032401442528, 0.04261673986911774, -0.00913771241903305, -0.07768300175666809, 0.037918757647275925, 0.02967534400522709, 0.029162226244807243, 0.05163955315947533, -0.013499579392373562, -0.08515351265668869, 0.08310309052467346, 0.06828030198812485, 0.004436071962118149, 0.043391868472099304, -0.03591577708721161, 0.027527786791324615, 0.006483054254204035, -0.043579258024692535, 0.02234097756445408, 0.10757197439670563, 0.010549231432378292, 0.02033129520714283, -0.019400300458073616, -2.370504859072753e-08, 0.00381081853993237, -0.002059300895780325, 0.008798979222774506, -0.030911752954125404, 0.0073819952085614204, -0.09195224195718765, 0.03401963412761688, 0.033615004271268845, -0.03426184505224228, 0.004775794688612223, -0.010632009245455265, -0.005393031053245068, 0.045954275876283646, -0.028639433905482292, -0.048449259251356125, 0.02528473734855652, 0.010747126303613186, 0.00930112600326538, -0.04360045865178108, -0.030514314770698547, -0.004866148345172405, -0.03701665997505188, 0.04505549743771553, -0.0049239518120884895, -0.005999920889735222, -0.04885946586728096, -0.04985794052481651, -0.0677947849035263, -0.0006995321600697935, 0.038884881883859634, 0.021500812843441963, 0.07318337261676788, 0.0628177598118782, -0.07668668776750565, 0.053244248032569885, -6.340908294077963e-05, -0.07402893900871277, 0.004082523286342621, 0.0018580834148451686, -0.01159756164997816, -0.08689204603433609, -0.11234333366155624, -0.00876844022423029, -0.02076336368918419, 0.03189291059970856, -0.03256220743060112, -0.041870273649692535, 0.08376282453536987, -0.0008216362912207842, 0.011285143904387951, -0.004909377079457045, 0.024489030241966248, -0.00032140527036972344, 0.016741687431931496, -0.03206392005085945, -0.04454400762915611, 0.03912266343832016, 0.05297844484448433, 0.052383556962013245, -0.0012528335209935904, 0.04787072911858559, 0.014706325717270374, -0.045708946883678436, -0.008063435554504395]"
"Plant Repotting Mat MUYETOL Waterproof Transplanting Mat Indoor 26.8"" x 26.8"" Portable Square Foldable Easy to Clean Gardening Work Mat Soil Changing Mat Succulent Plant Transplanting Mat Garden Gifts",MUYETOL,Not provided by vendor,$5.98,"['Patio, Lawn & Garden', 'Outdoor Décor', 'Doormats']","['https://m.media-amazon.com/images/I/41RgefVq70L._SS522_.jpg ',' https://m.media-amazon.com/images/I/414SPEuzxlL._SS522_.jpg ',' https://m.media-amazon.com/images/I/51gknsPKCHL._SS522_.jpg ',' https://m.media-amazon.com/images/I/51mcO9+8GLL._SS522_.jpg ',' https://m.media-amazon.com/images/I/51BbYwggQSL._SS522_.jpg ',' https://m.media-amazon.com/images/I/51tkCe9KQzL._SS522_.jpg ',' https://m.media-amazon.com/images/I/71EIk5N4xcL.SS125_SS522_.jpg']",MUYETOL,"26.8""L x 26.8""W",Not provided by vendor,Polyethylene,Green,b2ede786-3f51-5a45-9a5b-bcf856958cd8,5.98,Very Low,7,,,,,"Plant Repotting Mat MUYETOL Waterproof Transplanting Mat Indoor 26.8"" x 26.8"" Portable Square Foldable Easy to Clean Gardening Work Mat Soil Changing Mat Succulent Plant Transplanting Mat Garden Gifts. Description not available from vendor",plant repotting mat muyetol waterproof transplanting mat indoor 26.8 x 26.8 portable square foldable easy to clean gardening work mat soil changing mat succulent plant transplanting mat garden gifts. description not available from vendor,"[-0.050347089767456055, 0.01877874881029129, 0.014063666574656963, -0.004035285208374262, 0.06155506893992424, 0.008014678955078125, 0.05710822343826294, -0.03507428616285324, -0.018151182681322098, 0.028612734749913216, 0.04517703130841255, -0.06249586120247841, 0.03622406721115112, 0.05701576918363571, -0.14892640709877014, -0.010353976860642433, -0.09853031486272812, 0.03946326673030853, -0.020520247519016266, 0.04070086404681206, 0.04343773052096367, -0.002061922335997224, -0.017282504588365555, -0.0716855376958847, 0.01690324768424034, 0.06215549632906914, -0.07751872390508652, 0.08548368513584137, 0.08748570084571838, -0.07133790850639343, 0.02628690004348755, 0.06446626782417297, 0.0318279005587101, -0.04587762802839279, 0.052262138575315475, 0.09120593965053558, -0.03666939586400986, -0.0347914882004261, 0.04249485582113266, 0.022061817348003387, 0.08360867947340012, -0.04112947732210159, 0.03418447822332382, -0.022920239716768265, -0.043433018028736115, -0.014186708256602287, 0.01153460144996643, -0.06553162634372711, 0.004612600896507502, -0.06396464258432388, 0.04098944365978241, -0.04855651035904884, -0.00736852316185832, 0.029684070497751236, -0.08841803669929504, -0.08666253834962845, 0.03180589899420738, 0.018906351178884506, 0.022830024361610413, -0.04478243738412857, 0.07118237763643265, -0.010640863329172134, 0.0121943773701787, -0.006123329047113657, -0.03159848973155022, -0.01181891467422247, -0.18818022310733795, -0.008657374419271946, 0.0031948373652994633, 0.019111929461359978, -0.10746020823717117, 0.06271772086620331, 0.07210879772901535, -0.006618721876293421, -0.04782530665397644, -0.0218056533485651, 0.019127672538161278, -0.059736866503953934, -0.01875522918999195, 0.07099974900484085, 0.03418109565973282, 0.0008472739136777818, -0.04552094638347626, -0.005444181617349386, -0.022492196410894394, 0.04903887212276459, 0.0363822802901268, 0.07149338722229004, 0.05380002781748772, -0.11596740037202835, 0.004237521905452013, 0.06297841668128967, -0.029950419440865517, 0.021740322932600975, -0.08457675576210022, 0.03440399095416069, -0.08036277443170547, -0.01909492164850235, 0.017136190086603165, 0.03408460691571236, -0.01612905226647854, -0.0033904314041137695, 0.08821798861026764, -0.025093188509345055, 0.03754999116063118, -0.019442440941929817, 0.011722896248102188, -0.06819868087768555, 0.002379798563197255, -0.01264994964003563, -0.07157395035028458, -0.018951721489429474, -0.057525236159563065, 0.10802886635065079, 0.05644790828227997, 0.06517971307039261, -0.01371151302009821, 0.02460886910557747, -0.06399949640035629, -0.023465542122721672, 0.0767204761505127, -0.06906076520681381, 0.08586100488901138, -0.05294901505112648, -0.037773702293634415, 0.05928128957748413, -0.012883366085588932, 8.720535615321669e-33, 0.002124158665537834, 0.07251549512147903, -0.010531843639910221, 0.04426517337560654, 0.078354112803936, -0.07043499499559402, 0.017218338325619698, -0.05372985452413559, 0.03938297554850578, 0.015237223356962204, -0.02236090786755085, 0.03789437934756279, -0.034705933183431625, 0.06862763315439224, -0.035962507128715515, -0.06492795795202255, 0.026919560506939888, -0.041572391986846924, -0.015853649005293846, -0.019772926345467567, 0.029797028750181198, -0.004759068600833416, -0.06774461269378662, -0.003565271617844701, 0.006524146068841219, -0.08190325647592545, 0.046788256615400314, -0.023705728352069855, 0.09813850373029709, -0.029283294454216957, 0.05438102409243584, 0.004050361458212137, 0.026319008320569992, 0.019270893186330795, -0.05585474893450737, -0.036494407802820206, 0.018098866567015648, -0.029820283874869347, -0.02144980989396572, -0.006196095608174801, -0.030164189636707306, -0.027882596477866173, 0.08992388844490051, 0.05419133976101875, 0.1036461740732193, -0.03843571990728378, 0.06406239420175552, 0.028832057490944862, 0.09890681505203247, -0.005484277848154306, -0.004211575724184513, 0.03673674538731575, -0.07489373534917831, -0.10710127651691437, -0.013040175661444664, -0.018449753522872925, 0.011731769889593124, 0.029369700700044632, 0.011807315982878208, 0.08681517839431763, -0.03127633035182953, -0.04636567458510399, -0.05078321322798729, 0.002445494756102562, -0.03492765873670578, -0.004457624163478613, -0.05272077023983002, -0.08035636693239212, 0.020621607080101967, 0.01753084734082222, -0.09030438959598541, 0.03571614623069763, -0.06091943383216858, 0.0561455562710762, -0.04941285401582718, -0.009086071513593197, 0.002172693843021989, 0.0021017964463680983, 0.020074287429451942, 0.008652575314044952, -0.013607108034193516, 0.043203651905059814, -0.03510342538356781, -0.06121089681982994, -0.0027440092526376247, -0.07590112090110779, -0.04960675910115242, 0.02872183732688427, -0.027633650228381157, -0.0136868329718709, 0.05509662255644798, 0.012821358628571033, -0.026279820129275322, -0.06360112130641937, 0.006600255146622658, -7.924933855378282e-33, 0.05457916855812073, 0.00015789330063853413, 0.026847446337342262, 0.06842617690563202, 0.07710565626621246, 0.06589949876070023, 0.030503636226058006, 0.13802726566791534, 0.015905335545539856, 0.06653038412332535, -0.04708966612815857, 0.025406206026673317, 0.049159903079271317, 0.021432312205433846, 0.033568549901247025, -0.011718601919710636, -0.04389638453722, -0.000408214662456885, -0.08698874711990356, -0.06863860785961151, -0.01825297810137272, 0.12033641338348389, 0.037412188947200775, -0.005892833229154348, -0.07040280103683472, 0.07259316742420197, -0.002709844382479787, -0.056777168065309525, -0.029250534251332283, 0.011915995739400387, -0.1172061413526535, -0.09884639829397202, -0.08065194636583328, 0.10731294751167297, 0.031297340989112854, -0.07135310769081116, -0.00825772900134325, -0.0396561361849308, -0.052082691341638565, -0.005825311876833439, -0.06509629637002945, -0.0761587843298912, -0.0029171232599765062, 0.022713296115398407, -0.03883448615670204, -0.0342356413602829, -0.0523911789059639, 0.00784540455788374, 0.07020138204097748, 0.003716088831424713, -0.0636395737528801, 0.043226126581430435, -0.041176460683345795, 0.008737611584365368, 0.05261924862861633, 0.023271938785910606, -0.0341641902923584, 0.006703711114823818, -0.05146630480885506, 0.07322971522808075, 0.06714831292629242, -0.0016093128360807896, -0.007398455403745174, 0.02813160978257656, 0.009657998569309711, 0.08151961117982864, 0.04545095935463905, 0.010368659161031246, -0.05020931735634804, 0.09733060747385025, 0.007396806962788105, 0.008638863451778889, -0.013932323083281517, -0.06720789521932602, 0.03747054934501648, -0.0024604694917798042, -0.002481491304934025, 0.002644059481099248, -0.030993308871984482, -0.036094240844249725, 0.04387369379401207, 0.020103812217712402, -0.07116518169641495, 0.008079728111624718, 0.07521647214889526, -0.04201711714267731, 0.05001256242394447, -0.0036400516983121634, 0.0525905042886734, -0.0026330635882914066, 0.04366624355316162, 0.01742047443985939, -0.040075648576021194, 0.05299289524555206, 0.10667043179273605, -3.3944260735552234e-08, -0.10965736210346222, 0.04399964585900307, -0.032266370952129364, -0.06224238872528076, 0.006897146813571453, -0.11693866550922394, 0.02435341291129589, -0.03821982443332672, 0.056830793619155884, 0.032582320272922516, -0.09882576763629913, -0.022362377494573593, -0.005617865361273289, 0.07668256759643555, -0.0835648775100708, -0.011710257269442081, -0.012250401079654694, 0.052095748484134674, 0.005536563228815794, -0.06233792006969452, 0.005783142987638712, -0.055335089564323425, -0.037111714482307434, 0.13067850470542908, -0.022952795028686523, -0.00611354922875762, -0.06770604848861694, 0.046143095940351486, 0.005477701313793659, 0.05501377582550049, 0.07885816693305969, 0.012599491514265537, 0.028166471049189568, 0.08239805698394775, -0.030076753348112106, 0.04797510430216789, -0.015202663838863373, -0.0029394233133643866, -0.0680660605430603, 0.005176508333534002, 0.06153213977813721, -0.04765941947698593, 0.015017601661384106, -0.05218155309557915, 0.02156021073460579, 0.0627957135438919, -0.0471484437584877, -0.025398729369044304, -0.014420266263186932, 0.06387590616941452, 0.04291590303182602, -0.06445571780204773, 0.01925862394273281, -0.0057358811609447, -0.022239813581109047, 0.028810834512114525, -0.04100573807954788, 0.009815665893256664, 0.0922175720334053, 0.04714315012097359, -0.06181800737977028, 0.01070686336606741, 0.01881418563425541, 0.01641865074634552]"
